ID, Trait
368, 1201.53
369, 1193.65
370, 1191.65
371, 1187.97
372, 1180.56
373, 1198.1
374, 1216.84
375, 1189.38
376, 1195.57
377, 1194.63
378, 1193.43
379, 1188.74
380, 1203.21
381, 1197.55
382, 1191.6
383, 1186.81
384, 1192.7
385, 1208.24
386, 1203.59
387, 1199.36
388, 1199.51
389, 1211.23
390, 1188.26
391, 1182.99
392, 1200.09
393, 1188.3
394, 1196.27
395, 1183
396, 1192.92
397, 1202
398, 1197.21
399, 1199.66
400, 1196.29
401, 1197.67
402, 1192.14
403, 1190.91
404, 1193.28
405, 1190.91
406, 1184.52
407, 1188.03
408, 1199.64
409, 1187.43
410, 1209.03
411, 1192.09
412, 1197.89
413, 1188.5
414, 1192.09
415, 1198.32
416, 1193.5
417, 1193.12
418, 1186.65
419, 1193.48
420, 1195.58
421, 1185.3
422, 1203.44
423, 1189.29
424, 1202.8
425, 1191.36
426, 1184.03
427, 1194.98
428, 1202.62
429, 1191.67
430, 1188.21
431, 1190.74
432, 1197.91
433, 1202.07
434, 1202.22
435, 1201.15
436, 1204.38
437, 1199.2
438, 1209.28
439, 1188.65
440, 1194.98
441, 1199.55
442, 1192.09
443, 1196.57
444, 1196.28
445, 1198.19
446, 1189.52
447, 1200.71
448, 1192.93
449, 1188.48
450, 1195.35
451, 1192.93
452, 1190.12
453, 1185.75
454, 1195.28
455, 1189.04
456, 1197.77
457, 1183.52
458, 1190.53
459, 1185.09
460, 1195.24
461, 1193.99
462, 1193.87
463, 1194.38
464, 1182.14
465, 1204.53
466, 1195.69
467, 1190.46
468, 1185.18
469, 1197.06
470, 1208.6
471, 1185.42
472, 1194.52
473, 1202.88
474, 1205.47
475, 1190.04
476, 1191.67
477, 1198.14
478, 1185.67
479, 1186.97
480, 1188.21
481, 1199.03
482, 1177.28
483, 1195.88
484, 1193.16
485, 1193.47
486, 1194.94
487, 1193.81
488, 1194.66
489, 1192.11
490, 1203.16
491, 1190.98
492, 1192.77
493, 1182.03
494, 1182.35
495, 1190.86
496, 1205.55
497, 1202.88
498, 1191.23
499, 1189.57
500, 1185.83
501, 1199.37
502, 1200.7
503, 1196
504, 1191.72
505, 1201.44
506, 1199.82
507, 1195.08
508, 1202.6
509, 1181.02
510, 1202.22
511, 1196.85
512, 1197.45
513, 1191.53
514, 1189.41
515, 1196.18
516, 1184.47
517, 1194.22
518, 1210.15
519, 1190.27
520, 1185.66
521, 1204.45
522, 1197.52
523, 1196.5
524, 1195.3
525, 1196.07
526, 1204.53
527, 1201.86
528, 1204.01
529, 1200.25
530, 1192.24
531, 1187.99
532, 1190.53
533, 1198.18
534, 1198.7
535, 1204.37
536, 1192.25
537, 1197.22
538, 1196.47
539, 1209.59
540, 1192.11
541, 1201.41
542, 1200.23
543, 1195.16
544, 1184.86
545, 1208.62
546, 1198.35
547, 1197.76
548, 1202.51
549, 1207.11
550, 1195.77
551, 1211.58
552, 1191.25
553, 1180.78
554, 1194.55
555, 1187.86
556, 1193.37
557, 1218.8
558, 1200.01
559, 1202.36
560, 1180.61
561, 1189.91
562, 1193.9
563, 1183.14
564, 1183.77
565, 1198.1
566, 1198.55
567, 1188
568, 1189.67
569, 1198.98
570, 1198.21
571, 1194.97
572, 1201.22
573, 1199.47
574, 1175.78
575, 1205.45
576, 1183.02
577, 1186.48
578, 1204.87
579, 1191.49
580, 1196.49
581, 1184.55
582, 1187.71
583, 1193.74
584, 1189.92
585, 1178.15
586, 1199.03
587, 1199.48
588, 1189.9
589, 1204.3
590, 1196.89
591, 1185.61
592, 1204.96
593, 1207.51
594, 1202.26
595, 1191.58
596, 1195.66
597, 1175.47
598, 1191.93
599, 1195.89
600, 1193.93
601, 1194.89
602, 1191.83
603, 1194.11
604, 1199.82
605, 1195.73
606, 1200.75
607, 1189.46
608, 1197.35
609, 1201.08
610, 1208.88
611, 1196.19
612, 1196.21
613, 1198.99
614, 1196.17
615, 1199.49
616, 1195.44
617, 1204.19
618, 1196.63
619, 1191.97
620, 1203.19
621, 1198.56
622, 1198.67
623, 1194.2
624, 1197.21
625, 1193.45
626, 1184.86
627, 1194.02
628, 1192.25
629, 1197.62
630, 1195.62
631, 1195.88
632, 1193.21
633, 1188.11
634, 1186.83
635, 1203.09
636, 1198.88
637, 1205.31
638, 1203.79
639, 1187.15
640, 1196.56
641, 1208.44
642, 1195.14
643, 1197.55
644, 1197.51
645, 1193.19
646, 1191.19
647, 1194.75
648, 1185.59
649, 1216.18
650, 1200.44
651, 1183.49
652, 1193.88
653, 1196.87
654, 1176.44
655, 1200.6
656, 1186.81
657, 1203.92
658, 1192.6
659, 1194.52
660, 1203.41
661, 1187.49
662, 1191.35
663, 1194.51
664, 1181.39
665, 1197.53
666, 1199.15
667, 1189.53
668, 1189.47
669, 1188.24
670, 1195.33
671, 1189.98
672, 1198.58
673, 1184.44
674, 1185.56
675, 1189.91
676, 1180.7
677, 1183.07
678, 1201.42
679, 1200.02
680, 1188.48
681, 1182.52
682, 1199.97
683, 1201.41
684, 1204.77
685, 1192.59
686, 1182.23
687, 1183.97
688, 1180.44
689, 1187.81
690, 1186.43
691, 1188.52
692, 1205.24
693, 1194.97
694, 1200.35
695, 1191.23
696, 1183.18
697, 1198.93
698, 1200.86
699, 1188.14
700, 1190.08
701, 1185.53
702, 1179.44
703, 1180.05
704, 1184.5
705, 1195.88
706, 1209.17
707, 1197.84
708, 1186.86
709, 1195.13
710, 1190.99
711, 1202.83
712, 1187.98
713, 1187.34
714, 1184.47
715, 1194.04
716, 1185.34
717, 1195.81
718, 1194.12
719, 1182.47
720, 1198.07
721, 1188.17
722, 1193.58
723, 1188.89
724, 1187.79
725, 1196.2
726, 1179.68
727, 1189.69
728, 1188.52
729, 1196.45
730, 1194.61
731, 1191.03
732, 1192.39
733, 1186.7
734, 1190.22
735, 1192.2
736, 1201.13
737, 1194.43
738, 1176.81
739, 1198.62
740, 1178.81
741, 1195.29
742, 1194.11
743, 1187.88
744, 1192.98
745, 1196.86
746, 1192.89
747, 1197.46
748, 1194.44
749, 1187.29
750, 1202.08
751, 1189.3
752, 1190.43
753, 1191.51
754, 1190.15
755, 1180.47
756, 1192.67
757, 1181.06
758, 1182.59
759, 1200.49
760, 1181.92
761, 1182.81
762, 1199.15
763, 1193.39
764, 1195.31
765, 1196.83
766, 1193.76
767, 1195.36
768, 1201.21
769, 1203.05
770, 1188.57
771, 1192.39
772, 1189.92
773, 1194.36
774, 1198.4
775, 1184.78
776, 1194.71
777, 1190.47
778, 1187.77
779, 1193.04
780, 1193.37
781, 1192.92
782, 1187.33
783, 1193.1
784, 1193.85
785, 1193.35
786, 1190.76
787, 1184.18
788, 1183.01
789, 1193.99
790, 1189.44
791, 1180.61
792, 1181.6
793, 1183.86
794, 1192.19
795, 1198.01
796, 1185.23
797, 1184.38
798, 1194.16
799, 1190.13
800, 1209.29
801, 1190.6
802, 1205.3
803, 1205.99
804, 1191.4
805, 1208.48
806, 1191.8
807, 1200.15
808, 1191.75
809, 1194.79
810, 1204.72
811, 1204.25
812, 1195.96
813, 1191.22
814, 1206.13
815, 1201.68
816, 1195.9
817, 1196.91
818, 1213.82
819, 1195.71
820, 1178.17
821, 1200.17
822, 1193.43
823, 1201.41
824, 1193.02
825, 1199.58
826, 1198.02
827, 1197.86
828, 1190.49
829, 1211.26
830, 1194.97
831, 1181.88
832, 1205.33
833, 1198.29
834, 1182.84
835, 1205.39
836, 1194.59
837, 1184.62
838, 1185.13
839, 1201.58
840, 1198.74
841, 1200.02
842, 1197.53
843, 1187.07
844, 1198.48
845, 1188.21
846, 1197.3
847, 1208.08
848, 1204.1
849, 1198.33
850, 1204.28
851, 1195.11
852, 1197.04
853, 1198.02
854, 1191.83
855, 1204.67
856, 1186.63
857, 1186.76
858, 1189.52
859, 1189.43
860, 1184.56
861, 1177.92
862, 1187.59
863, 1201.41
864, 1195.01
865, 1189.22
866, 1193.25
867, 1195.71
868, 1195.68
869, 1188.33
870, 1194.33
871, 1194.83
872, 1185.7
873, 1192.83
874, 1188.85
875, 1207.03
876, 1183.41
877, 1197.05
878, 1201.36
879, 1193.56
880, 1190.97
881, 1194.38
882, 1197.06
883, 1192.06
884, 1191.54
885, 1193.35
886, 1194.45
887, 1201.68
888, 1191.37
889, 1198.03
890, 1191.99
891, 1203.27
892, 1189.1
893, 1198.3
894, 1188.21
895, 1185.96
896, 1187.36
897, 1189.91
898, 1192.32
899, 1187.2
900, 1188.05
901, 1204.02
902, 1187.92
903, 1187.86
904, 1185.59
905, 1187.79
906, 1188.07
907, 1191.1
908, 1187.07
909, 1194.91
910, 1186.74
911, 1195.84
912, 1185.8
913, 1186.52
914, 1192.63
915, 1193.56
916, 1185.79
917, 1185.08
918, 1185.08
919, 1195.19
920, 1206.92
921, 1183.49
922, 1192.87
923, 1186.4
924, 1208.18
925, 1195.52
926, 1190.34
927, 1196.36
928, 1197.49
929, 1205.66
930, 1193.47
931, 1204.78
932, 1185.74
933, 1194.74
934, 1187.41
935, 1184.55
936, 1189.77
937, 1189.19
938, 1190.85
939, 1193.49
940, 1183.45
941, 1189.58
942, 1195.17
943, 1202.48
944, 1191.33
945, 1176.94
946, 1187.02
947, 1188.8
948, 1187.66
949, 1191.21
950, 1181.67
951, 1194.82
952, 1189.37
953, 1201.17
954, 1189.71
955, 1200.47
956, 1184.29
957, 1191.88
958, 1199.25
959, 1176.66
960, 1192.39
961, 1195.97
962, 1206.76
963, 1200.59
964, 1194.11
965, 1198.14
966, 1189.36
967, 1186.99
968, 1192.6
969, 1200.82
970, 1180.16
971, 1200.11
972, 1200.54
973, 1171.1
974, 1202.31
975, 1202.18
976, 1192.02
977, 1183.98
978, 1203.36
979, 1194.66
980, 1192.65
981, 1193.34
982, 1184.67
983, 1194.77
984, 1211.79
985, 1200.72
986, 1190.67
987, 1184.61
988, 1204.81
989, 1184.35
990, 1192.85
991, 1190.54
992, 1180.46
993, 1180.42
994, 1186.93
995, 1180.47
996, 1185.76
997, 1184.96
998, 1199.47
999, 1186.51
1000, 1186.69
1001, 1189.08
1002, 1192.04
1003, 1195.63
1004, 1198.43
1005, 1180.75
1006, 1183.71
1007, 1183.06
1008, 1207.41
1009, 1193.7
1010, 1192.35
1011, 1177.91
1012, 1183.8
1013, 1188.96
1014, 1195.85
1015, 1186.73
1016, 1200.79
1017, 1188.25
1018, 1194.18
1019, 1191.81
1020, 1187.5
1021, 1191.19
1022, 1199.01
1023, 1198.41
1024, 1198.32
1025, 1173.75
1026, 1197.61
1027, 1195.4
1028, 1197.15
1029, 1182.32
1030, 1199.28
1031, 1189.28
1032, 1182.8
1033, 1180.35
1034, 1200.88
1035, 1194.67
1036, 1182.43
1037, 1207.8
1038, 1196
1039, 1194.83
1040, 1191.78
1041, 1183.27
1042, 1194.82
1043, 1190.67
1044, 1197.43
1045, 1191.55
1046, 1202.97
1047, 1190.79
1048, 1192.43
1049, 1192.99
1050, 1186.45
1051, 1190.08
1052, 1176.29
1053, 1200.85
1054, 1198.05
1055, 1190.52
1056, 1199.84
1057, 1188.64
1058, 1192.91
1059, 1198.15
1060, 1198.79
1061, 1193.69
1062, 1199.63
1063, 1186.27
1064, 1200.09
1065, 1191.89
1066, 1196.98
1067, 1191.43
1068, 1193.25
1069, 1210.49
1070, 1199.6
1071, 1190.13
1072, 1202.86
1073, 1186.71
1074, 1186.03
1075, 1197.43
1076, 1188.95
1077, 1190.82
1078, 1190.22
1079, 1204.45
1080, 1187.41
1081, 1202.94
1082, 1190.32
1083, 1185.01
1084, 1185.39
1085, 1190.15
1086, 1187.06
1087, 1200.66
1088, 1198.55
1089, 1196.99
1090, 1189.01
1091, 1182.48
1092, 1192.67
1093, 1204.45
1094, 1188.45
1095, 1192.1
1096, 1191.67
1097, 1204.49
1098, 1195.73
1099, 1187.7
1100, 1188.2
1101, 1201.45
1102, 1184.15
1103, 1189.17
1104, 1190.55
1105, 1196.09
1106, 1193.7
1107, 1203.4
1108, 1189.46
1109, 1191.85
1110, 1179.2
1111, 1195.23
1112, 1189.87
1113, 1184.22
1114, 1193.59
1115, 1190.43
1116, 1199.19
1117, 1193.55
1118, 1185.73
1119, 1189.16
1120, 1190.09
1121, 1187.42
1122, 1199.98
1123, 1186.11
1124, 1201.32
1125, 1189.46
1126, 1191.05
1127, 1184.87
1128, 1185.45
1129, 1189.27
1130, 1181.02
1131, 1181.66
1132, 1200.86
1133, 1182.67
1134, 1181.14
1135, 1190.62
1136, 1180.95
1137, 1198.39
1138, 1194.72
1139, 1178.38
1140, 1189.55
1141, 1183.83
1142, 1192.89
1143, 1192.98
1144, 1193.45
1145, 1205.37
1146, 1176.7
1147, 1183.4
1148, 1178.97
1149, 1172.74
1150, 1182.11
1151, 1181.98
1152, 1197.76
1153, 1202.47
1154, 1189.49
1155, 1182.64
1156, 1209.79
1157, 1208.6
1158, 1186.24
1159, 1197.83
1160, 1196.71
1161, 1182.22
1162, 1187
1163, 1180.46
1164, 1191.42
1165, 1190.36
1166, 1193.02
1167, 1200.29
1168, 1203.47
1169, 1186.34
1170, 1192.3
1171, 1200.26
1172, 1188.47
1173, 1203.79
1174, 1195.11
1175, 1207.52
1176, 1201.18
1177, 1200.97
1178, 1195.27
1179, 1187.88
1180, 1187.18
1181, 1188.27
1182, 1198.02
1183, 1192.59
1184, 1202.1
1185, 1193.1
1186, 1204.25
1187, 1215.04
1188, 1192.64
1189, 1204.56
1190, 1190.64
1191, 1186.59
1192, 1187.52
1193, 1191.88
1194, 1202.31
1195, 1207.59
1196, 1198.05
1197, 1204.66
1198, 1191.35
1199, 1193.21
1200, 1191.41
1201, 1199.49
1202, 1189.66
1203, 1204.5
1204, 1197.8
1205, 1207.12
1206, 1187.42
1207, 1189.25
1208, 1203.41
1209, 1191.12
1210, 1193.15
1211, 1200.53
1212, 1200.5
1213, 1184.69
1214, 1211.98
1215, 1193.28
1216, 1193.07
1217, 1195.19
1218, 1194.4
1219, 1207.29
1220, 1199.8
1221, 1209.04
1222, 1209.48
1223, 1192.61
1224, 1196.55
1225, 1183.33
1226, 1178.8
1227, 1179.32
1228, 1200.5
1229, 1192.27
1230, 1210.31
1231, 1192.92
1232, 1192.03
1233, 1190.37
1234, 1203.4
1235, 1200.35
1236, 1204.98
1237, 1217.08
1238, 1203.95
1239, 1205.54
1240, 1192.46
1241, 1197
1242, 1184.09
1243, 1203.55
1244, 1203.42
1245, 1203.15
1246, 1208.36
1247, 1190.68
1248, 1190.1
1249, 1177.64
1250, 1195.76
1251, 1186.64
1252, 1186.98
1253, 1216.91
1254, 1216.08
1255, 1198.91
1256, 1187.78
1257, 1198.53
1258, 1203.42
1259, 1187.57
1260, 1200.44
1261, 1204.42
1262, 1203.27
1263, 1198.78
1264, 1206.65
1265, 1202.04
1266, 1195.61
1267, 1207.1
1268, 1202.88
1269, 1193.57
1270, 1189.74
1271, 1210.48
1272, 1210.28
1273, 1203.47
1274, 1207.16
1275, 1196.27
1276, 1188.37
1277, 1203.77
1278, 1194.69
1279, 1192.05
1280, 1204.24
1281, 1191.63
1282, 1186.93
1283, 1186.05
1284, 1201.69
1285, 1193.9
1286, 1186.05
1287, 1189.05
1288, 1196.83
1289, 1198.7
1290, 1192.17
1291, 1201.32
1292, 1199.36
1293, 1194.3
1294, 1205.4
1295, 1187.88
1296, 1195.73
1297, 1187.06
1298, 1186.17
1299, 1198.6
1300, 1187.98
1301, 1196.06
