ID	Par1	Par2	DH
179	29	0	1
180	29	0	1
181	29	0	1
182	29	0	1
183	29	0	1
184	29	0	1
185	29	0	1
186	29	0	1
187	29	0	1
188	29	0	1
189	29	0	1
190	29	0	1
191	29	0	1
192	29	0	1
193	29	0	1
194	29	0	1
195	29	0	1
196	29	0	1
197	29	0	1
198	29	0	1
199	29	0	1
200	29	0	1
201	29	0	1
202	30	0	1
203	30	0	1
204	30	0	1
205	30	0	1
206	30	0	1
207	30	0	1
208	30	0	1
209	30	0	1
210	30	0	1
211	30	0	1
212	30	0	1
213	30	0	1
214	30	0	1
215	30	0	1
216	30	0	1
217	30	0	1
218	30	0	1
219	30	0	1
220	30	0	1
221	30	0	1
222	30	0	1
223	30	0	1
224	30	0	1
225	30	0	1
226	30	0	1
227	30	0	1
228	30	0	1
229	30	0	1
230	30	0	1
231	30	0	1
232	30	0	1
233	30	0	1
234	30	0	1
235	30	0	1
236	30	0	1
237	30	0	1
238	30	0	1
239	30	0	1
240	30	0	1
241	30	0	1
242	30	0	1
243	30	0	1
244	30	0	1
245	30	0	1
246	30	0	1
247	30	0	1
248	30	0	1
249	30	0	1
250	30	0	1
251	30	0	1
252	31	0	1
253	31	0	1
254	31	0	1
255	31	0	1
256	31	0	1
257	31	0	1
258	31	0	1
259	31	0	1
260	31	0	1
261	31	0	1
262	31	0	1
263	31	0	1
264	31	0	1
265	31	0	1
266	31	0	1
267	31	0	1
268	31	0	1
269	31	0	1
270	31	0	1
271	31	0	1
272	31	0	1
273	31	0	1
274	31	0	1
275	31	0	1
276	31	0	1
277	31	0	1
278	31	0	1
279	31	0	1
280	31	0	1
281	31	0	1
282	31	0	1
283	31	0	1
284	31	0	1
285	31	0	1
286	31	0	1
287	31	0	1
288	31	0	1
289	31	0	1
290	31	0	1
291	31	0	1
292	31	0	1
293	31	0	1
294	31	0	1
295	31	0	1
296	31	0	1
297	31	0	1
298	31	0	1
299	31	0	1
300	31	0	1
301	31	0	1
302	32	0	1
303	32	0	1
304	32	0	1
305	32	0	1
306	32	0	1
307	32	0	1
308	32	0	1
309	32	0	1
310	32	0	1
311	32	0	1
312	32	0	1
313	32	0	1
314	32	0	1
315	32	0	1
316	32	0	1
317	32	0	1
318	32	0	1
319	32	0	1
320	32	0	1
321	32	0	1
322	32	0	1
323	32	0	1
324	32	0	1
325	32	0	1
326	32	0	1
327	32	0	1
328	32	0	1
329	32	0	1
330	32	0	1
331	32	0	1
332	32	0	1
333	32	0	1
334	32	0	1
335	32	0	1
336	32	0	1
337	32	0	1
338	32	0	1
339	32	0	1
340	32	0	1
341	32	0	1
342	32	0	1
343	32	0	1
344	32	0	1
345	32	0	1
346	32	0	1
347	32	0	1
348	32	0	1
349	32	0	1
350	32	0	1
351	32	0	1
352	33	0	1
353	33	0	1
354	33	0	1
355	33	0	1
356	33	0	1
357	33	0	1
358	33	0	1
359	33	0	1
360	33	0	1
361	33	0	1
362	33	0	1
363	33	0	1
364	33	0	1
365	33	0	1
366	33	0	1
367	33	0	1
368	33	0	1
369	33	0	1
370	33	0	1
371	33	0	1
372	33	0	1
373	33	0	1
374	33	0	1
375	33	0	1
376	33	0	1
377	33	0	1
378	33	0	1
379	33	0	1
380	33	0	1
381	33	0	1
382	33	0	1
383	33	0	1
384	33	0	1
385	33	0	1
386	33	0	1
387	33	0	1
388	33	0	1
389	33	0	1
390	33	0	1
391	33	0	1
392	33	0	1
393	33	0	1
394	33	0	1
395	33	0	1
396	33	0	1
397	33	0	1
398	33	0	1
399	33	0	1
400	33	0	1
401	33	0	1
402	34	0	1
403	34	0	1
404	34	0	1
405	34	0	1
406	34	0	1
407	34	0	1
408	34	0	1
409	34	0	1
410	34	0	1
411	34	0	1
412	34	0	1
413	34	0	1
414	34	0	1
415	34	0	1
416	34	0	1
417	34	0	1
418	34	0	1
419	34	0	1
420	34	0	1
421	34	0	1
422	34	0	1
423	34	0	1
424	34	0	1
425	34	0	1
426	34	0	1
427	34	0	1
428	34	0	1
429	34	0	1
430	34	0	1
431	34	0	1
432	34	0	1
433	34	0	1
434	34	0	1
435	34	0	1
436	34	0	1
437	34	0	1
438	34	0	1
439	34	0	1
440	34	0	1
441	34	0	1
442	34	0	1
443	34	0	1
444	34	0	1
445	34	0	1
446	34	0	1
447	34	0	1
448	34	0	1
449	34	0	1
450	34	0	1
451	34	0	1
452	35	0	1
453	35	0	1
454	35	0	1
455	35	0	1
456	35	0	1
457	35	0	1
458	35	0	1
459	35	0	1
460	35	0	1
461	35	0	1
462	35	0	1
463	35	0	1
464	35	0	1
465	35	0	1
466	35	0	1
467	35	0	1
468	35	0	1
469	35	0	1
470	35	0	1
471	35	0	1
472	35	0	1
473	35	0	1
474	35	0	1
475	35	0	1
476	35	0	1
477	35	0	1
478	35	0	1
479	35	0	1
480	35	0	1
481	35	0	1
482	35	0	1
483	35	0	1
484	35	0	1
485	35	0	1
486	35	0	1
487	35	0	1
488	35	0	1
489	35	0	1
490	35	0	1
491	35	0	1
492	35	0	1
493	35	0	1
494	35	0	1
495	35	0	1
496	35	0	1
497	35	0	1
498	35	0	1
499	35	0	1
500	35	0	1
501	35	0	1
502	36	0	1
503	36	0	1
504	36	0	1
505	36	0	1
506	36	0	1
507	36	0	1
508	36	0	1
509	36	0	1
510	36	0	1
511	36	0	1
512	36	0	1
513	36	0	1
514	36	0	1
515	36	0	1
516	36	0	1
517	36	0	1
518	36	0	1
519	36	0	1
520	36	0	1
521	36	0	1
522	36	0	1
523	36	0	1
524	36	0	1
525	36	0	1
526	36	0	1
527	36	0	1
528	36	0	1
529	36	0	1
530	36	0	1
531	36	0	1
532	36	0	1
533	36	0	1
534	36	0	1
535	36	0	1
536	36	0	1
537	36	0	1
538	36	0	1
539	36	0	1
540	36	0	1
541	36	0	1
542	36	0	1
543	36	0	1
544	36	0	1
545	36	0	1
546	36	0	1
547	36	0	1
548	36	0	1
549	36	0	1
550	36	0	1
551	36	0	1
552	37	0	1
553	37	0	1
554	37	0	1
555	37	0	1
556	37	0	1
557	37	0	1
558	37	0	1
559	37	0	1
560	37	0	1
561	37	0	1
562	37	0	1
563	37	0	1
564	37	0	1
565	37	0	1
566	37	0	1
567	37	0	1
568	37	0	1
569	37	0	1
570	37	0	1
571	37	0	1
572	37	0	1
573	37	0	1
574	37	0	1
575	37	0	1
576	37	0	1
577	37	0	1
578	37	0	1
579	37	0	1
580	37	0	1
581	37	0	1
582	37	0	1
583	37	0	1
584	37	0	1
585	37	0	1
586	37	0	1
587	37	0	1
588	37	0	1
589	37	0	1
590	37	0	1
591	37	0	1
592	37	0	1
593	37	0	1
594	37	0	1
595	37	0	1
596	37	0	1
597	37	0	1
598	37	0	1
599	37	0	1
600	37	0	1
601	37	0	1
602	38	0	1
603	38	0	1
604	38	0	1
605	38	0	1
606	38	0	1
607	38	0	1
608	38	0	1
609	38	0	1
610	38	0	1
611	38	0	1
612	38	0	1
613	38	0	1
614	38	0	1
615	38	0	1
616	38	0	1
617	38	0	1
618	38	0	1
619	38	0	1
620	38	0	1
621	38	0	1
622	38	0	1
623	38	0	1
624	38	0	1
625	38	0	1
626	38	0	1
627	38	0	1
628	38	0	1
629	38	0	1
630	38	0	1
631	38	0	1
632	38	0	1
633	38	0	1
634	38	0	1
635	38	0	1
636	38	0	1
637	38	0	1
638	38	0	1
639	38	0	1
640	38	0	1
641	38	0	1
642	38	0	1
643	38	0	1
644	38	0	1
645	38	0	1
646	38	0	1
647	38	0	1
648	38	0	1
649	38	0	1
650	38	0	1
651	38	0	1
652	39	0	1
653	39	0	1
654	39	0	1
655	39	0	1
656	39	0	1
657	39	0	1
658	39	0	1
659	39	0	1
660	39	0	1
661	39	0	1
662	39	0	1
663	39	0	1
664	39	0	1
665	39	0	1
666	39	0	1
667	39	0	1
668	39	0	1
669	39	0	1
670	39	0	1
671	39	0	1
672	39	0	1
673	39	0	1
674	39	0	1
675	39	0	1
676	39	0	1
677	39	0	1
678	39	0	1
679	39	0	1
680	39	0	1
681	39	0	1
682	39	0	1
683	39	0	1
684	39	0	1
685	39	0	1
686	39	0	1
687	39	0	1
688	39	0	1
689	39	0	1
690	39	0	1
691	39	0	1
692	39	0	1
693	39	0	1
694	39	0	1
695	39	0	1
696	39	0	1
697	39	0	1
698	39	0	1
699	39	0	1
700	39	0	1
701	39	0	1
702	40	0	1
703	40	0	1
704	40	0	1
705	40	0	1
706	40	0	1
707	40	0	1
708	40	0	1
709	40	0	1
710	40	0	1
711	40	0	1
712	40	0	1
713	40	0	1
714	40	0	1
715	40	0	1
716	40	0	1
717	40	0	1
718	40	0	1
719	40	0	1
720	40	0	1
721	40	0	1
722	40	0	1
723	40	0	1
724	40	0	1
725	40	0	1
726	40	0	1
727	40	0	1
728	40	0	1
729	40	0	1
730	40	0	1
731	40	0	1
732	40	0	1
733	40	0	1
734	40	0	1
735	40	0	1
736	40	0	1
737	40	0	1
738	40	0	1
739	40	0	1
740	40	0	1
741	40	0	1
742	40	0	1
743	40	0	1
744	40	0	1
745	40	0	1
746	40	0	1
747	40	0	1
748	40	0	1
749	40	0	1
750	40	0	1
751	40	0	1
752	41	0	1
753	41	0	1
754	41	0	1
755	41	0	1
756	41	0	1
757	41	0	1
758	41	0	1
759	41	0	1
760	41	0	1
761	41	0	1
762	41	0	1
763	41	0	1
764	41	0	1
765	41	0	1
766	41	0	1
767	41	0	1
768	41	0	1
769	41	0	1
770	41	0	1
771	41	0	1
772	41	0	1
773	41	0	1
774	41	0	1
775	41	0	1
776	41	0	1
777	41	0	1
778	41	0	1
779	41	0	1
780	41	0	1
781	41	0	1
782	41	0	1
783	41	0	1
784	41	0	1
785	41	0	1
786	41	0	1
787	41	0	1
788	41	0	1
789	41	0	1
790	41	0	1
791	41	0	1
792	41	0	1
793	41	0	1
794	41	0	1
795	41	0	1
796	41	0	1
797	41	0	1
798	41	0	1
799	41	0	1
800	41	0	1
801	41	0	1
802	42	0	1
803	42	0	1
804	42	0	1
805	42	0	1
806	42	0	1
807	42	0	1
808	42	0	1
809	42	0	1
810	42	0	1
811	42	0	1
812	42	0	1
813	42	0	1
814	42	0	1
815	42	0	1
816	42	0	1
817	42	0	1
818	42	0	1
819	42	0	1
820	42	0	1
821	42	0	1
822	42	0	1
823	42	0	1
824	42	0	1
825	42	0	1
826	42	0	1
827	42	0	1
828	42	0	1
829	42	0	1
830	42	0	1
831	42	0	1
832	42	0	1
833	42	0	1
834	42	0	1
835	42	0	1
836	42	0	1
837	42	0	1
838	42	0	1
839	42	0	1
840	42	0	1
841	42	0	1
842	42	0	1
843	42	0	1
844	42	0	1
845	42	0	1
846	42	0	1
847	42	0	1
848	42	0	1
849	42	0	1
850	42	0	1
851	42	0	1
852	43	0	1
853	43	0	1
854	43	0	1
855	43	0	1
856	43	0	1
857	43	0	1
858	43	0	1
859	43	0	1
860	43	0	1
861	43	0	1
862	43	0	1
863	43	0	1
864	43	0	1
865	43	0	1
866	43	0	1
867	43	0	1
868	43	0	1
869	43	0	1
870	43	0	1
871	43	0	1
872	43	0	1
873	43	0	1
874	43	0	1
875	43	0	1
876	43	0	1
877	43	0	1
878	43	0	1
879	43	0	1
880	43	0	1
881	43	0	1
882	43	0	1
883	43	0	1
884	43	0	1
885	43	0	1
886	43	0	1
887	43	0	1
888	43	0	1
889	43	0	1
890	43	0	1
891	43	0	1
892	43	0	1
893	43	0	1
894	43	0	1
895	43	0	1
896	43	0	1
897	43	0	1
898	43	0	1
899	43	0	1
900	43	0	1
901	43	0	1
902	44	0	1
903	44	0	1
904	44	0	1
905	44	0	1
906	44	0	1
907	44	0	1
908	44	0	1
909	44	0	1
910	44	0	1
911	44	0	1
912	44	0	1
913	44	0	1
914	44	0	1
915	44	0	1
916	44	0	1
917	44	0	1
918	44	0	1
919	44	0	1
920	44	0	1
921	44	0	1
922	44	0	1
923	44	0	1
924	44	0	1
925	44	0	1
926	44	0	1
927	44	0	1
928	44	0	1
929	44	0	1
930	44	0	1
931	44	0	1
932	44	0	1
933	44	0	1
934	44	0	1
935	44	0	1
936	44	0	1
937	44	0	1
938	44	0	1
939	44	0	1
940	44	0	1
941	44	0	1
942	44	0	1
943	44	0	1
944	44	0	1
945	44	0	1
946	44	0	1
947	44	0	1
948	44	0	1
949	44	0	1
950	44	0	1
951	44	0	1
952	45	0	1
953	45	0	1
954	45	0	1
955	45	0	1
956	45	0	1
957	45	0	1
958	45	0	1
959	45	0	1
960	45	0	1
961	45	0	1
962	45	0	1
963	45	0	1
964	45	0	1
965	45	0	1
966	45	0	1
967	45	0	1
968	45	0	1
969	45	0	1
970	45	0	1
971	45	0	1
972	45	0	1
973	45	0	1
974	45	0	1
975	45	0	1
976	45	0	1
977	45	0	1
978	45	0	1
979	45	0	1
980	45	0	1
981	45	0	1
982	45	0	1
983	45	0	1
984	45	0	1
985	45	0	1
986	45	0	1
987	45	0	1
988	45	0	1
989	45	0	1
990	45	0	1
991	45	0	1
992	45	0	1
993	45	0	1
994	45	0	1
995	45	0	1
996	45	0	1
997	45	0	1
998	45	0	1
999	45	0	1
1000	45	0	1
1001	45	0	1
1002	46	0	1
1003	46	0	1
1004	46	0	1
1005	46	0	1
1006	46	0	1
1007	46	0	1
1008	46	0	1
1009	46	0	1
1010	46	0	1
1011	46	0	1
1012	46	0	1
1013	46	0	1
1014	46	0	1
1015	46	0	1
1016	46	0	1
1017	46	0	1
1018	46	0	1
1019	46	0	1
1020	46	0	1
1021	46	0	1
1022	46	0	1
1023	46	0	1
1024	46	0	1
1025	46	0	1
1026	46	0	1
1027	46	0	1
1028	46	0	1
1029	46	0	1
1030	46	0	1
1031	46	0	1
1032	46	0	1
1033	46	0	1
1034	46	0	1
1035	46	0	1
1036	46	0	1
1037	46	0	1
1038	46	0	1
1039	46	0	1
1040	46	0	1
1041	46	0	1
1042	46	0	1
1043	46	0	1
1044	46	0	1
1045	46	0	1
1046	46	0	1
1047	46	0	1
1048	46	0	1
1049	46	0	1
1050	46	0	1
1051	46	0	1
1052	47	0	1
1053	47	0	1
1054	47	0	1
1055	47	0	1
1056	47	0	1
1057	47	0	1
1058	47	0	1
1059	47	0	1
1060	47	0	1
1061	47	0	1
1062	47	0	1
1063	47	0	1
1064	47	0	1
1065	47	0	1
1066	47	0	1
1067	47	0	1
1068	47	0	1
1069	47	0	1
1070	47	0	1
1071	47	0	1
1072	47	0	1
1073	47	0	1
1074	47	0	1
1075	47	0	1
1076	47	0	1
1077	47	0	1
1078	47	0	1
1079	47	0	1
1080	47	0	1
1081	47	0	1
1082	47	0	1
1083	47	0	1
1084	47	0	1
1085	47	0	1
1086	47	0	1
1087	47	0	1
1088	47	0	1
1089	47	0	1
1090	47	0	1
1091	47	0	1
1092	47	0	1
1093	47	0	1
1094	47	0	1
1095	47	0	1
1096	47	0	1
1097	47	0	1
1098	47	0	1
1099	47	0	1
1100	47	0	1
1101	47	0	1
1102	48	0	1
1103	48	0	1
1104	48	0	1
1105	48	0	1
1106	48	0	1
1107	48	0	1
1108	48	0	1
1109	48	0	1
1110	48	0	1
1111	48	0	1
1112	48	0	1
1113	48	0	1
1114	48	0	1
1115	48	0	1
1116	48	0	1
1117	48	0	1
1118	48	0	1
1119	48	0	1
1120	48	0	1
1121	48	0	1
1122	48	0	1
1123	48	0	1
1124	48	0	1
1125	48	0	1
1126	48	0	1
1127	48	0	1
1128	48	0	1
1129	48	0	1
1130	48	0	1
1131	48	0	1
1132	48	0	1
1133	48	0	1
1134	48	0	1
1135	48	0	1
1136	48	0	1
1137	48	0	1
1138	48	0	1
1139	48	0	1
1140	48	0	1
1141	48	0	1
1142	48	0	1
1143	48	0	1
1144	48	0	1
1145	48	0	1
1146	48	0	1
1147	48	0	1
1148	48	0	1
1149	48	0	1
1150	48	0	1
1151	48	0	1
1152	49	0	1
1153	49	0	1
1154	49	0	1
1155	49	0	1
1156	49	0	1
1157	49	0	1
1158	49	0	1
1159	49	0	1
1160	49	0	1
1161	49	0	1
1162	49	0	1
1163	49	0	1
1164	49	0	1
1165	49	0	1
1166	49	0	1
1167	49	0	1
1168	49	0	1
1169	49	0	1
1170	49	0	1
1171	49	0	1
1172	49	0	1
1173	49	0	1
1174	49	0	1
1175	49	0	1
1176	49	0	1
1177	49	0	1
1178	49	0	1
1179	49	0	1
1180	49	0	1
1181	49	0	1
1182	49	0	1
1183	49	0	1
1184	49	0	1
1185	49	0	1
1186	49	0	1
1187	49	0	1
1188	49	0	1
1189	49	0	1
1190	49	0	1
1191	49	0	1
1192	49	0	1
1193	49	0	1
1194	49	0	1
1195	49	0	1
1196	49	0	1
1197	49	0	1
1198	49	0	1
1199	49	0	1
1200	49	0	1
1201	49	0	1
1202	50	0	1
1203	50	0	1
1204	50	0	1
1205	50	0	1
1206	50	0	1
1207	50	0	1
1208	50	0	1
1209	50	0	1
1210	50	0	1
1211	50	0	1
1212	50	0	1
1213	50	0	1
1214	50	0	1
1215	50	0	1
1216	50	0	1
1217	50	0	1
1218	50	0	1
1219	50	0	1
1220	50	0	1
1221	50	0	1
1222	50	0	1
1223	50	0	1
1224	50	0	1
1225	50	0	1
1226	50	0	1
1227	50	0	1
1228	50	0	1
1229	50	0	1
1230	50	0	1
1231	50	0	1
1232	50	0	1
1233	50	0	1
1234	50	0	1
1235	50	0	1
1236	50	0	1
1237	50	0	1
1238	50	0	1
1239	50	0	1
1240	50	0	1
1241	50	0	1
1242	50	0	1
1243	50	0	1
1244	50	0	1
1245	50	0	1
1246	50	0	1
1247	50	0	1
1248	50	0	1
1249	50	0	1
1250	50	0	1
1251	50	0	1
1252	51	0	1
1253	51	0	1
1254	51	0	1
1255	51	0	1
1256	51	0	1
1257	51	0	1
1258	51	0	1
1259	51	0	1
1260	51	0	1
1261	51	0	1
1262	51	0	1
1263	51	0	1
1264	51	0	1
1265	51	0	1
1266	51	0	1
1267	51	0	1
1268	51	0	1
1269	51	0	1
1270	51	0	1
1271	51	0	1
1272	51	0	1
1273	51	0	1
1274	51	0	1
1275	51	0	1
1276	51	0	1
1277	51	0	1
1278	51	0	1
1279	51	0	1
1280	51	0	1
1281	51	0	1
1282	51	0	1
1283	51	0	1
1284	51	0	1
1285	51	0	1
1286	51	0	1
1287	51	0	1
1288	51	0	1
1289	51	0	1
1290	51	0	1
1291	51	0	1
1292	51	0	1
1293	51	0	1
1294	51	0	1
1295	51	0	1
1296	51	0	1
1297	51	0	1
1298	51	0	1
1299	51	0	1
1300	51	0	1
1301	51	0	1
